dateTime,date,measure,station,label,stationReference,parameter,qualifier,datumType,period,unitName,valueType,value,severityLevel
2024-01-06T18:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.666,2
2024-01-06T18:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.677,2
2024-01-06T18:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.677,2
2024-01-06T18:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.693,2
2024-01-06T19:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.684,2
2024-01-06T19:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.651,2
2024-01-06T19:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.678,2
2024-01-06T19:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.681,2
2024-01-06T20:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.69,2
2024-01-06T20:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.659,2
2024-01-06T20:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.687,2
2024-01-06T20:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.698,2
2024-01-06T21:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.694,2
2024-01-06T21:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.677,2
2024-01-06T21:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.675,2
2024-01-06T22:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.702,2
2024-01-06T21:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.671,2
2024-01-06T22:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.694,2
2024-01-06T22:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.688,2
2024-01-06T22:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.683,2
2024-01-06T23:00:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.691,2
2024-01-06T23:15:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.675,2
2024-01-06T23:30:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.701,2
2024-01-06T23:45:00Z,2024-01-06,http://environment.data.gov.uk/flood-monitoring/id/measures/2904TH-level-stage-i-15_min-mASD,http://environment.data.gov.uk/flood-monitoring/id/stations/2904TH,Shepperton Lock,2904TH,level,Stage,http://environment.data.gov.uk/flood-monitoring/def/core/datumASD,900,mASD,instantaneous,0.703,2
